ID	HMsrDay	HMsrDate	LfCountH	MaxLfLgthH	MaxLfWdthH	BoltedH	BoltCountH	MaxBoltHtH	FlrHeadCount	HarvestDay	HarvestDate	CrownDiam.mmH	ShootMass.gH	RootMass.gH
TR001.19.h	85	8-Dec-09	0			y	1	47	41	85	8-Dec-09	6.77	3.678	4.472
TR005.20.c	85	8-Dec-09	12	20.2	5.5	n				85	8-Dec-09	4.65	0.954	0.388
HU001.28.m	85	8-Dec-09	16	28.7	7.2	n				85	8-Dec-09	9.76	5.317	4.534
UA006.14.g	85	8-Dec-09	18	23.6	7.5	n				85	8-Dec-09	10.09	3.433	2.834
BG001.17.f	85	8-Dec-09	14	25.5	5.4	y	1	22.5	0	85	8-Dec-09	9.86	3.609	1.905
US001.22.c	85	8-Dec-09	11	29.5	8.7	n				85	8-Dec-09	8.93	4.372	3.623
GR002.13.a	85	8-Dec-09	0			y	1	29.5	42	85	8-Dec-09	9.94	3.339	1.495
UA008.13.h	85	8-Dec-09	14	32.2	8.1	n				85	8-Dec-09	9.17	3.464	2.116
RO002.13.g	85	8-Dec-09	21	21.5	5.1	y	1	6.5	0	85	8-Dec-09	7.29	3.617	3.21
UA005.7.f	85	8-Dec-09	26	30.5	4.2	n				85	8-Dec-09	10.3	3.324	2.444
RO005.25.d	85	8-Dec-09	15	22.3	5.3	n				85	8-Dec-09	8.6	3.044	2.334
UA003.11A.h	85	8-Dec-09	16	22.6	5.6	n				85	8-Dec-09	8.37	3.516	1.312
GR003.17.a	85	8-Dec-09	11	14.2	2.4	y	3	41.5	98	85	8-Dec-09	8.19	4.496	0.909
UA004.27.b	85	8-Dec-09	19	25.3	3.5	n				85	8-Dec-09	9.75	3.691	5.539
US022.31.c	85	8-Dec-09	27	22.4	4.7	n				85	8-Dec-09	9.82	2.762	1.473
RO004.13.g	85	8-Dec-09	16	28.5	3.2	n				85	8-Dec-09	8.26	1.607	0.426
RO003.4.i	85	8-Dec-09	18	22.2	4.5	y	1	5	0	85	8-Dec-09	8.49	2.566	0.826
RU001.7.f	85	8-Dec-09	16	26.1	5.1	n				85	8-Dec-09	9.78	2.806	1.354
US002.1.j	86	9-Dec-09	22	24.9	5.7	n				86	9-Dec-09	8.83	3.052	1.879
TR004.8.g	86	9-Dec-09	3	27.5	5.3	y	1	24	0	86	9-Dec-09	3.2	1.818	0.374
GR001.24.f	86	9-Dec-09	17	25.3	8.1	n				86	9-Dec-09	8.43	2.771	3.956
RO001.6.e	86	9-Dec-09	19	24.6	6.5	n				86	9-Dec-09	9.24	4.736	3.153
GR003.9.c	86	9-Dec-09	16	30	6.9	n				86	9-Dec-09	7.32	3.798	1.973
TR005.18.d	86	9-Dec-09	17	26.7	5.2	n				86	9-Dec-09	4.81	2.236	0.489
RU001.9.c	86	9-Dec-09	22	26.3	6.1	n				86	9-Dec-09	8.69	4.247	3.27
RO002.12.b	86	9-Dec-09	13	25.1	8.2	n				86	9-Dec-09	6.43	2.735	1.272
US001.20.h	86	9-Dec-09	21	28.2	5.9	n				86	9-Dec-09	9.36	4.274	4.716
US021.3.b	86	9-Dec-09	18	31	8.5	n				86	9-Dec-09	8.69	4.936	2.022
HU001.24.i	86	9-Dec-09	0			y	1	64.5	32	86	9-Dec-09	7.93	5.533	1.188
UA004.15.b	86	9-Dec-09	21	23.2	4.8	n				86	9-Dec-09	8.74	3.062	4.386
GR002.2.g	86	9-Dec-09	11	28.2	4.4	n				86	9-Dec-09	6.72	2.485	1.866
RO005.25.b	86	9-Dec-09	18	20.9	6.5	n				86	9-Dec-09	8.31	2.832	3.972
BG001.22.f	86	9-Dec-09	24	28.5	5.7	y	1	3.5	0	86	9-Dec-09	8.42	3.184	1.291
RU008.21.g	86	9-Dec-09	23	32.2	4.3	n				86	9-Dec-09	8.42	3.687	1.848
RO004.13.i	86	9-Dec-09	12	27.1	5.1	y	1	43.5	0	86	9-Dec-09	9.15	4.729	2.545
RO003.11.g	86	9-Dec-09	13	27.2	4.3	n				86	9-Dec-09	5.85	2.081	0.973
US022.23.f	86	9-Dec-09	17	20.6	3.9	n				86	9-Dec-09	8.59	3.299	3.171
RU002.2.a	86	9-Dec-09	21	37.5	6.9	n				86	9-Dec-09	6.92	4.293	1.977
US015.13.f	86	9-Dec-09	16	31.1	5.4	n				86	9-Dec-09	6.13	3.145	0.944
US003.6.a	86	9-Dec-09	14	32.2	4.9	n				86	9-Dec-09	6.22	1.91	0.743
UA001.22.g	86	9-Dec-09	11	24	5.7	y	1	20	0	86	9-Dec-09	6.77	2.866	1.313
CA008.6.a	86	9-Dec-09	13	21.2	6.6	n				86	9-Dec-09	9.82	2.988	2.232
CA001.4.g	86	9-Dec-09	9	37.6	7	n				86	9-Dec-09	8.04	2.456	1.651
TR001.10.b	86	9-Dec-09	11	27.8	4.7	y	1	12.5	0	86	9-Dec-09	8.16	1.735	0.932
US002.1.b	86	9-Dec-09	10	30.4	8.2	n				86	9-Dec-09	9.53	3.28	0.05
UA003.11A.g	86	9-Dec-09	9	28.7	6.2	n				86	9-Dec-09	5.84	2.389	0.576
US014.17.b	84	7-Dec-09	19	24.1	4.8	n				84	7-Dec-09	7.43	3.312	2.585
US003.27.b	84	7-Dec-09	9	22.9	7.2	y	1	12.5	0	84	7-Dec-09	7.12	4.052	2.809
UA005.7.d	84	7-Dec-09	0			y	1	41.3	0	84	7-Dec-09	7.89	6.494	1.035
RU008.21.e	84	7-Dec-09	14	32.4	7.8	n				84	7-Dec-09	7.7	3.249	1.298
TR003.24.c	84	7-Dec-09	7	27.4	4.5	n				84	7-Dec-09	3.76	0.685	0.311
UA003.8.j	84	7-Dec-09	12	34.1	7	n				84	7-Dec-09	7.84	3.364	1.341
US002.22.d	84	7-Dec-09	15	27.8	6.2	n				84	7-Dec-09	7.11	3.875	2.165
TR001.12.f	84	7-Dec-09	16	29.1	5.4	n				84	7-Dec-09	8.13	2.961	2.753
US015.3.e	84	7-Dec-09	22	25.7	5.3	n				84	7-Dec-09	9.48	4.301	4.976
UA004.7.h	84	7-Dec-09	26	28.2	6.6	n				84	7-Dec-09	9.56	4.201	9.465
GR001.28.g	84	7-Dec-09	0			y	1	33.5	133	84	7-Dec-09	7.24	5.992	3.871
UA006.14.d	84	7-Dec-09	3	5.9	0.3	y	6	26.3	106	84	7-Dec-09	7.23	4.664	1.831
UA001.11.f	84	7-Dec-09	22	27.7	6.2	n				84	7-Dec-09	9.56	3.287	1.12
UA008.13.g	84	7-Dec-09	23	24.1	7	n				84	7-Dec-09	6.97	4.431	6.52
RO005.23.h	84	7-Dec-09	24	27.2	6.6	n				84	7-Dec-09	7.71	3.622	2.469
US022.23.h	84	7-Dec-09	19	21.2	5.2	n				84	7-Dec-09	9.2	3.773	2.917
GR002.13.b	84	7-Dec-09	7	26.5	6.3	y	1	40	40	84	7-Dec-09	8.89	3.978	1.054
RO001.28.c	84	7-Dec-09	18	25.1	5.3	n				84	7-Dec-09	8.54	3.831	1.295
RU001.7.h	84	7-Dec-09	10	20.2	4.3	n				84	7-Dec-09	5.46	0.709	0.34
BG001.17.e	84	7-Dec-09	12	31	5.2	n				84	7-Dec-09	7.4	2.329	0.93
HU001.14.b	84	7-Dec-09	20	22.4	7.3	n				84	7-Dec-09	6.65	3.239	1.562
RO003.9.i	84	7-Dec-09	20	20.8	5.3	y	1	9.5	0	84	7-Dec-09	6.9	2.15	1.225
CA001.6.e	84	7-Dec-09	23	24.5	5.5	n				84	7-Dec-09	8.21	3.346	2.346
GR003.12.i	84	7-Dec-09	18	27.9	5.6	n				84	7-Dec-09	6.2	2.805	0.749
US023.41.d														
RO002.15.i	84	7-Dec-09	16	31.4	5.1	n				84	7-Dec-09	7.45	1.346	0.475
RO004.21.c	84	7-Dec-09	21	27.1	3.9	n				84	7-Dec-09	11.18	2.965	1.679
US001.14.j	84	7-Dec-09	26	22.3	4.3	n				84	7-Dec-09	9.15	3.087	2.351
RO004.20.f	84	7-Dec-09	6	18.9	3.3	y	7	40.2	0	84	7-Dec-09	9.43	4.817	1.478
UA003.6.f	84	7-Dec-09	27	27.3	4.1	n				84	7-Dec-09	8.46	5.031	2.424
UA004.15.g	84	7-Dec-09	18	17.8	2.9	n				84	7-Dec-09	5.61	0.994	1.815
US012.35.b	84	7-Dec-09	13	28.1	7	n				84	7-Dec-09	8.35	2.91	5.605
US001.22.j	84	7-Dec-09	16	31.4	5.4	n				84	7-Dec-09	9.34	3.079	4.287
US021.8.e	84	7-Dec-09	19	23	4.6	n				84	7-Dec-09	7.08	3.888	5.899
BG001.25.b	84	7-Dec-09	0			y	1	24	0	84	7-Dec-09	5.91	1.98	0.943
RO002.22.h										84	7-Dec-09			0.645
TR001.10.f	84	7-Dec-09	3	5.6	0.4	y	4	43.3	79	84	7-Dec-09	8.12	4.881	1.284
RO005.25.h	84	7-Dec-09	13	29.4	7	n				84	7-Dec-09	7.16	2.635	2.977
UA005.15.a	84	7-Dec-09	16	32.9	4.3	n				84	7-Dec-09	8.68	3.841	3.152
GR002.13.f	84	7-Dec-09	0			y	1	25	0	84	7-Dec-09	6.76	1.682	1.041
US020.42.g	84	7-Dec-09	45	31.2	5.3	n				84	7-Dec-09	8.85	4.161	0.739
US003.6.j	84	7-Dec-09	17	26.3	6.9	n				84	7-Dec-09	9.73	3.443	3.176
GR003.17.d	84	7-Dec-09	4	14.9	2.5	y	3	40.9	60	84	7-Dec-09	12.1	5.075	1.141
HU001.24.b	84	7-Dec-09	19	30	6.4	y	1	22	0	84	7-Dec-09	9.59	5.26	2.569
CA001.7.h	84	7-Dec-09	28	21.8	4.9	n				84	7-Dec-09	8.72	5.503	12.814
US015.3.c	84	7-Dec-09	21	30.1	5.6	n				84	7-Dec-09	9.18	5.54	3.254
TR003.2.e	84	7-Dec-09	0			y	5	36.9	63	84	7-Dec-09	4.28	2.398	0.374
UA002.14.d	84	7-Dec-09	21	32.5	6.4	n				84	7-Dec-09	8.35	3.181	1.559
RU008.19.g	84	7-Dec-09	19	22.8	6.4	n				84	7-Dec-09	9.5	3.85	4.033
RO001.6.h	84	7-Dec-09	17	31.8	4.9	n				84	7-Dec-09	7.85	3.105	3.635
CA008.4.g	84	7-Dec-09	19	26.7	6.1	n				84	7-Dec-09	7.71	3.323	1.546
US002.1.a	84	7-Dec-09	20	23.3	5.4	n				84	7-Dec-09	8.34	2.574	1.199
RU001.6.i	84	7-Dec-09	15	26.4	6.8	n				84	7-Dec-09	8.26	2.684	1.277
RO003.21.i	84	7-Dec-09	21	20	5.3	n				84	7-Dec-09	9.07	2.826	2.333
US022.23.g	84	7-Dec-09	17	20.7	4.1	n				84	7-Dec-09	7.8	2.646	2.071
GR001.14.e	84	7-Dec-09	13	22.8	4.5	n				84	7-Dec-09	8.25	3.873	10.938
US013.2.a														
TR004.18.e	84	7-Dec-09	26	27.6	7.9	n				84	7-Dec-09	5.55	1.364	0.711
RU005.6.e	84	7-Dec-09		24.5	8.2	n				84	7-Dec-09		3.011	1.686
UA003.11A.a	84	7-Dec-09	14	22.5	8.9	n				84	7-Dec-09	6.81	2.687	0.902
BG001.22.b	84	7-Dec-09	11	19.9	6.1	y	1	27	0	84	7-Dec-09	9.36	2.972	1.086
RU001.6.f	84	7-Dec-09	22	24.1	7.3	n				84	7-Dec-09	9.4	3.411	1.643
UA004.5.f	84	7-Dec-09	15	27.3	4.6	n				84	7-Dec-09	7.84	2.475	1.936
US012.31.b	84	7-Dec-09	7	34.9	6.6	n				84	7-Dec-09	5.87	0.83	0.416
CA001.2.i	84	7-Dec-09	14	23.2	6.3	n				84	7-Dec-09	8.46	3.987	3.185
TR001.12.i	84	7-Dec-09	14	30	5.8	n				84	7-Dec-09	7.61	2.166	1.64
US015.13.b	84	7-Dec-09	16	27.2	8.8	n				84	7-Dec-09	6.68	4.178	1.713
GR003.17.e	84	7-Dec-09	11	28.3	5	y	1	16.9	0	84	7-Dec-09	8.76	3.769	1.855
UA001.18.d	84	7-Dec-09	12	30	8.1	y	1	28.5	0	84	7-Dec-09	7.24	3.962	0.964
US022.42.d	84	7-Dec-09	17	27.6	5.6	n				84	7-Dec-09	6.21	2.896	3.613
CA008.4.i	84	7-Dec-09	20	28.7	5.4	n				84	7-Dec-09	5.69	3.149	1.022
RU005.5.a	84	7-Dec-09	18	27.3	7.5	n				84	7-Dec-09	7.67	3.641	1.223
RO003.21.k	84	7-Dec-09	13	21.3	5.1	n				84	7-Dec-09	8.46	2.153	1.24
RO001.13.b	84	7-Dec-09	20	27.6	5.6	n				84	7-Dec-09	7.95	3.752	1.243
GR001.26.h	84	7-Dec-09	17	26.1	6.1	y	1	10.5	0	84	7-Dec-09	6.44	3.621	2.362
US001.23.b	84	7-Dec-09	14	32.3	5.7	n				84	7-Dec-09	8.47	2.415	2.529
RO002.18.d	84	7-Dec-09	18	24.3	5.5	n				84	7-Dec-09	6.44	2.694	2.166
UA002.13.b	84	7-Dec-09	25	26.5	5.5	n				84	7-Dec-09	6.53	3.564	2.742
US003.19.i	84	7-Dec-09	15	24.1	5.3	n				84	7-Dec-09	6.77	3.379	2.213
TR004.27.g	84	7-Dec-09	15	34.9	6.2	n				84	7-Dec-09	6.09	1.658	0.426
GR002.2.i	84	7-Dec-09	31	23.7	4.6	n				84	7-Dec-09	8.77	2.577	3.54
US021.3.c	84	7-Dec-09	13	24.8	6.3	n				84	7-Dec-09	7.56	3.614	3.36
HU001.5.j	84	7-Dec-09	7	18.7	5.4	y	1	31.5	0	84	7-Dec-09	7.5	3.661	1.481
RU008.18.a	84	7-Dec-09	16	31.3	7	n				84	7-Dec-09	8.51	3.206	1.588
UA006.14.j	84	7-Dec-09	6	27.2	4.6	n				84	7-Dec-09	9.1	2.019	0.802
RO004.13.j	84	7-Dec-09	18	23.1	5.7	n				84	7-Dec-09	8.63	1.857	0.865
RO005.17.e	84	7-Dec-09	16	23.5	5.5	y	1	8	0	84	7-Dec-09	8.4	3.164	1.336
US002.17.j	84	7-Dec-09	4	31.7	5.8	n				84	7-Dec-09	6.65	1.659	0.706
US011.13.c	84	7-Dec-09	16	28.2	5.6	n				84	7-Dec-09	5.85	2.438	1.145
UA008.18.h	84	7-Dec-09	11	29.7	6	n				84	7-Dec-09	5.87	1.726	0.874
RO002.12.e	76	29-Nov-09	24			n				76	29-Nov-09	7.2		1.304
RU008.17.g	76	29-Nov-09	84			n				76	29-Nov-09	9.11		1.393
RO003.9.e	76	29-Nov-09	0			y	1	28.5	0	76	29-Nov-09	7.58		0.713
UA008.13.i	76	29-Nov-09	24			n				76	29-Nov-09	7.81		2.024
US014.22.g	76	29-Nov-09	29			n				76	29-Nov-09	6.76		2.121
BG001.22.i	76	29-Nov-09	22			y	1	40	0	76	29-Nov-09	7.2		1.028
TR001.19.a	76	29-Nov-09	19			n				76	29-Nov-09	6.16		1.229
RU001.2.a	76	29-Nov-09	46			n				76	29-Nov-09	6.36		1.881
US001.3.j	76	29-Nov-09	27			n				76	29-Nov-09	7.56		2.146
CA001.2.e	76	29-Nov-09	18			n				76	29-Nov-09	7.46		4.61
GR003.3.e	76	29-Nov-09	22			n				76	29-Nov-09	6.86		1.534
RO005.14.h	76	29-Nov-09	9			y	1	32.5	0	76	29-Nov-09	8.64		2.055
UA004.18.i	76	29-Nov-09	47			n				76	29-Nov-09	12.13		1.749
UA003.7A.d	76	29-Nov-09	30			n				76	29-Nov-09	6.18		3.183
HU001.28.c	76	29-Nov-09	48			n				76	29-Nov-09	9.42		6.434
TR004.14.h	76	29-Nov-09	18			n				76	29-Nov-09	7.22		0.671
RO001.28.g	76	29-Nov-09	39			n				76	29-Nov-09	7.07		1.209
US003.28.g	76	29-Nov-09	30			n				76	29-Nov-09	6.54		5.124
GR001.14.l	76	29-Nov-09	18			y	1	32	0	76	29-Nov-09	7.14		1.379
RO004.13.f	76	29-Nov-09	3			n				76	29-Nov-09	6.55		1.222
US021.8.b	76	29-Nov-09	29			n				76	29-Nov-09	7.71		2.917
UA001.25.a	76	29-Nov-09	35			n				76	29-Nov-09	7.34		1.796
US015.17.g	76	29-Nov-09	32			n				76	29-Nov-09	7.29		1.696
US002.22.c	76	29-Nov-09	35			n				76	29-Nov-09	8.28		2.79
US023.41.b	76	29-Nov-09	20			n				76	29-Nov-09	7.29		1.684
TR004.14.e	76	29-Nov-09	11			y	2	11.5	0	76	29-Nov-09	3.51		0.267
US003.28.c	76	29-Nov-09	38			n				76	29-Nov-09	8.92		3.086
US002.5.b	76	29-Nov-09	24			n				76	29-Nov-09	7.3		1.824
BG001.17.j	76	29-Nov-09	27			n				76	29-Nov-09	6.74		1.31
GR001.6.b	76	29-Nov-09	26			n				76	29-Nov-09	5.62		0.944
CA007.4.a	76	29-Nov-09	36			n				76	29-Nov-09	10.34		1.682
RO002.18.f	76	29-Nov-09	2			y	1	43.5	0	76	29-Nov-09	4.95		0.549
GR003.12.d	76	29-Nov-09	33			n				76	29-Nov-09	8.5		1.247
UA006.14.e	76	29-Nov-09	5			y	1	36.5	29	76	29-Nov-09	6.76		0.951
RO003.21.e	76	29-Nov-09	30			n				76	29-Nov-09	6.87		2.118
GR002.13.c	76	29-Nov-09	17			n				76	29-Nov-09	4.03		1.009
TR001.19.c	76	29-Nov-09	0			y	1	45.5	95	76	29-Nov-09	6.85		1.261
US022.41.f	76	29-Nov-09	31			n				76	29-Nov-09	5.69		1.597
RU008.19.k	76	29-Nov-09	50			n				76	29-Nov-09	6.94		1.354
RO004.13.d	76	29-Nov-09	28			n				76	29-Nov-09	7.16		1.609
UA004.15.h	76	29-Nov-09	38			n				76	29-Nov-09	7.82		2.127
US001.3.g	76	29-Nov-09	30			n				76	29-Nov-09	6.4		1.408
US015.2.b	76	29-Nov-09	39			n				76	29-Nov-09	7.85		2.385
UA003.8.a	76	29-Nov-09	25			n				76	29-Nov-09	8.12		2.811
RU001.10.i	76	29-Nov-09	59			n				76	29-Nov-09	7.04		2.926
CA001.2.j	76	29-Nov-09	18			n				76	29-Nov-09	5.51		2.015
RO005.17.c	76	29-Nov-09	36			n				76	29-Nov-09	6.88		1.231
RO001.13.d	76	29-Nov-09	23			n				76	29-Nov-09	8.37		1.047
US026.23.b	76	29-Nov-09	20			n				76	29-Nov-09	6.46		1.361
HU001.24.f	76	29-Nov-09	26			n				76	29-Nov-09	7.12		1.393
RU002.6.b	76	29-Nov-09	27			n				76	29-Nov-09	5.82		2.119
UA008.18.e	76	29-Nov-09	20			n				76	29-Nov-09	6.02		0.768
US014.22.h	76	29-Nov-09	19			n				76	29-Nov-09	5.48		1.009
UA002.18.e	76	29-Nov-09	26			n				76	29-Nov-09	7.85		1.572
CA007.2.a	77	30-Nov-09	13			y	1	32.5	32	77	30-Nov-09	6.79		1.435
RO005.25.f	77	30-Nov-09	31			n				77	30-Nov-09	6.72		1.047
UA003.9A.a	77	30-Nov-09	25			y	1	3	0	77	30-Nov-09	8.47		2.659
CA001.2.c	77	30-Nov-09	27			n				77	30-Nov-09	9.21		1.519
TR003.2.f	77	30-Nov-09	24			y	2	4	0	77	30-Nov-09	5.28		0.408
HU001.14.k	77	30-Nov-09	41			n				77	30-Nov-09	7.01		1.245
US001.3.i	77	30-Nov-09	27			n				77	30-Nov-09	8.08		3.233
RU008.21.d	77	30-Nov-09	24			y	1	25	0	77	30-Nov-09	7.15		1.093
CA007.20.a														
US022.42.k	77	30-Nov-09	28			n				77	30-Nov-09	7.72		1.841
GR003.3.g	77	30-Nov-09	37			n				77	30-Nov-09	6.66		1.146
US011.8.b	77	30-Nov-09				n				77	30-Nov-09	6.57		1.448
US020.27.b	77	30-Nov-09	32			n				77	30-Nov-09	8.23		1.527
TR001.10.h	77	30-Nov-09	31			n				77	30-Nov-09	5.77		1.404
US023.41.i														
GR002.2.j	77	30-Nov-09	0			y	1	39.5	158	77	30-Nov-09	6.91		1.098
US002.24.b	77	30-Nov-09	35			n				77	30-Nov-09	7.42		0.891
UA005.3.b	77	30-Nov-09	21			n				77	30-Nov-09	6.96		0.764
RU005.11.e	77	30-Nov-09	32			n				77	30-Nov-09	7.3		3.178
US003.6.i	77	30-Nov-09	15			n				77	30-Nov-09	5.86		0.775
US012.31.f	77	30-Nov-09	15			n				77	30-Nov-09	4.77		0.129
RO004.20.d	77	30-Nov-09	34			n				77	30-Nov-09	6.78		3.509
RO002.22.f	77	30-Nov-09	27			n				77	30-Nov-09	7.63		1.68
RO003.11.e	77	30-Nov-09	0			n				77	30-Nov-09	6.08		0.72
US014.17.c	77	30-Nov-09	18			n				77	30-Nov-09	6.84		0.854
US018.31.a	77	30-Nov-09	25			n				77	30-Nov-09	7.42		1.714
US015.3.k	77	30-Nov-09	23			n				77	30-Nov-09	7.69		0.702
UA006.14.b	77	30-Nov-09	24			n				77	30-Nov-09	7.42		1.693
RO001.21.d	77	30-Nov-09	22			n				77	30-Nov-09	6.4		2.241
UA001.22.c	77	30-Nov-09	35			n				77	30-Nov-09	7.62		2.599
CA008.5.a	77	30-Nov-09	54			n				77	30-Nov-09	9.29		2.596
US026.24.c	77	30-Nov-09	19			n				77	30-Nov-09	6.19		1.074
TR004.2.b	77	30-Nov-09	7			n				77	30-Nov-09	4.53		0.221
BG001.25.e	77	30-Nov-09	9			n				77	30-Nov-09	7.23		0.744
GR001.26.c	77	30-Nov-09	30			n				77	30-Nov-09	7.82		2.49
UA004.5.a	77	30-Nov-09	57			n				77	30-Nov-09	9.54		5.202
GR001.28.h	77	30-Nov-09	25			n				77	30-Nov-09	7.33		0.83
RO004.13.b	77	30-Nov-09	24			n				77	30-Nov-09	6.51		1.232
TR003.24.b	77	30-Nov-09	6			n				77	30-Nov-09	2.85		0.079
RO001.6.j	77	30-Nov-09	8			n				77	30-Nov-09	6.3		0.843
BG001.25.h	77	30-Nov-09	0			n				77	30-Nov-09	6.84		1.666
UA001.25.f	77	30-Nov-09	30			n				77	30-Nov-09	6.76		0.793
GR003.10.b	77	30-Nov-09	14			y	1	37.5	145	77	30-Nov-09	6.92		0.947
RO002.12.o	77	30-Nov-09	31			n				77	30-Nov-09	6.49		1.314
US011.8.g	77	30-Nov-09	26			n				77	30-Nov-09	8.32		1.39
TR001.24.i	77	30-Nov-09	30			n				77	30-Nov-09	8.66		1.026
UA004.18.b	77	30-Nov-09	31			n				77	30-Nov-09	6.17		1.157
RU004.8.a	77	30-Nov-09	23			n				77	30-Nov-09	6.46		0.67
CA001.3.j	77	30-Nov-09	34			y	1	6.5	0	77	30-Nov-09	6.58		2.563
RU003.3.b	77	30-Nov-09	28			n				77	30-Nov-09	8.29		0.966
US003.19.e	77	30-Nov-09	27			n				77	30-Nov-09	6.73		1.748
TR005.18.a	77	30-Nov-09	5			n				77	30-Nov-09	5.09		0.365
UA006.22.b	77	30-Nov-09	38			n				77	30-Nov-09	7.57		0.639
US021.8.d	77	30-Nov-09	30			n				77	30-Nov-09	7.53		1.664
US001.14.a	77	30-Nov-09	31			n				77	30-Nov-09	7.43		1.53
CA008.2.d	77	30-Nov-09	28			n				77	30-Nov-09	6.71		2.388
RO003.9.f	77	30-Nov-09	18			y	1	33	9	77	30-Nov-09	7.07		0.917
RU001.10.e	77	30-Nov-09	13			n				77	30-Nov-09	6.11		0.598
US002.17.c										77	30-Nov-09	7.55		1.389
HU001.14.h	77	30-Nov-09	30			n				77	30-Nov-09	7.45		1.873
US020.42.b	77	30-Nov-09	24			n				77	30-Nov-09	8.12		1.052
UA005.18.e	77	30-Nov-09	24			n				77	30-Nov-09	6.76		1.335
RU008.18.c	77	30-Nov-09	29			n				77	30-Nov-09	7.68		1.619
RO005.15.c	77	30-Nov-09	36			n				77	30-Nov-09	6.32		1.743
US014.16.c	77	30-Nov-09	24			n				77	30-Nov-09	8.84		0.796
US015.3.a	77	30-Nov-09	22			n				77	30-Nov-09	8.72		1.185
UA003.6.j	77	30-Nov-09	15			n				77	30-Nov-09	6.56		0.804
TR004.18.g	77	30-Nov-09	16			n				77	30-Nov-09	6.27		0.677
US023.34.a	77	30-Nov-09	27			n				77	30-Nov-09	6.03		1.885
RU002.1.f	76	29-Nov-09	39			n				76	29-Nov-09	7.39		1.967
RO005.15.i	76	29-Nov-09	35			n				76	29-Nov-09	5.74		0.919
GR001.14.i	76	29-Nov-09	25			n				76	29-Nov-09	7.16		1.019
TR004.14.i	76	29-Nov-09	11			n				76	29-Nov-09	6.01		0.447
RU008.19.b	76	29-Nov-09	43			n				76	29-Nov-09	8.27		2.017
RU001.2.g	76	29-Nov-09	33			n				76	29-Nov-09	8.92		3.358
CA001.6.a	76	29-Nov-09	38			n				76	29-Nov-09	9.32		2.362
BG001.25.f	76	29-Nov-09	35			n				76	29-Nov-09	7.01		1.624
US014.16.f	76	29-Nov-09	27			n				76	29-Nov-09	6.34		2.59
US001.22.h	76	29-Nov-09	34			n				76	29-Nov-09	6.18		1.887
UA005.15.e	76	29-Nov-09	0			n				76	29-Nov-09	6.92		1.254
US026.35.a	76	29-Nov-09	21			n				76	29-Nov-09	4.63		1.29
TR001.12.c	76	29-Nov-09	34			n				76	29-Nov-09	6.74		2.022
RO003.9.d	76	29-Nov-09	15			n				76	29-Nov-09	6.69		0.948
RU003.3.d	76	29-Nov-09	32			n				76	29-Nov-09	6.85		2.39
RU004.6.b	76	29-Nov-09	35			y	1	36.5	58	76	29-Nov-09	7.2		2.04
RO001.13.i	76	29-Nov-09	27			n				76	29-Nov-09	6.73		1.591
UA003.7A.e	76	29-Nov-09	18			y	1	16.5	0	76	29-Nov-09	9.2		2.811
UA004.27.g	76	29-Nov-09	32			n				76	29-Nov-09	8.37		1.548
GR003.10.d	76	29-Nov-09	25			y	1	36	3	76	29-Nov-09	7.76		1.348
RO002.12.g	76	29-Nov-09	20			n				76	29-Nov-09	7.06		0.731
RO004.13.h	76	29-Nov-09	39			n				76	29-Nov-09	8.64		1.405
TR003.6.a	76	29-Nov-09	20			n				76	29-Nov-09	4.58		0.179
US002.22.a	76	29-Nov-09	23			n				76	29-Nov-09	7.18		1.321
UA008.25.h	76	29-Nov-09	19			y	1	53	4	76	29-Nov-09	5.6		1.344
HU001.14.d	76	29-Nov-09	40			n				76	29-Nov-09	6.63		1.712
US012.28.e	76	29-Nov-09	12			n				76	29-Nov-09	4.06		0.321
US003.20.g	76	29-Nov-09	29			n				76	29-Nov-09	6.39		1.568
CA008.4.b	76	29-Nov-09	39			y	1	4	0	76	29-Nov-09	6.68		1.174
GR002.8.a	76	29-Nov-09	22			y	1	32	0	76	29-Nov-09	7.36		1.09
TR001.12.a	76	29-Nov-09	7			y	1	44.5	11	76	29-Nov-09	6.73		1.391
CA001.4.j	76	29-Nov-09	27			n				76	29-Nov-09	5.27		1.291
UA003.9A.f	76	29-Nov-09	15			n				76	29-Nov-09	6.89		2.12
GR002.13.j	76	29-Nov-09	25			n				76	29-Nov-09	8.29		1.458
RO003.11.f	76	29-Nov-09	35			n				76	29-Nov-09	7.43		1.013
UA005.7.e	76	29-Nov-09	41			n				76	29-Nov-09	4.44		1.069
TR004.8.i	76	29-Nov-09	20			n				76	29-Nov-09	3.96		0.196
UA001.11.a	76	29-Nov-09	12			y	1	37	14	76	29-Nov-09	7.85		0.942
US022.17.h	76	29-Nov-09	19			n				76	29-Nov-09	6.44		3.17
BG001.29.g	76	29-Nov-09	37			n				76	29-Nov-09	7.41		1.53
GR001.26.g	76	29-Nov-09	0			y	1	43.5	89	76	29-Nov-09	4.35		0.549
RO005.17.d	76	29-Nov-09	21			y	1	37.5	0	76	29-Nov-09	6.35		0.774
GR003.3.a	76	29-Nov-09	5			y	5	44.6	182	76	29-Nov-09	6.3		0.732
US012.29.a	76	29-Nov-09	25			n				76	29-Nov-09	5.94		0.745
UA006.10.d	76	29-Nov-09	33			n				76	29-Nov-09	6.17		0.626
